,primary,yearpublished,Board Game Rank,image,type
170,Twilight Struggle,2005,5,https://cf.geekdo-images.com/original/img/ZPnnm7v2RTJ6fAZeeseA5WbC9DU=/0x0/pic361592.jpg,Political
171,Battlestar Galactica: The Board Game,2008,66,https://cf.geekdo-images.com/original/img/-hZFpTm-evjyuLD_bj-y845-4f8=/0x0/pic354500.jpg,Political
172,Coup,2012,436,https://cf.geekdo-images.com/original/img/4zmqrQ4v-rufRQM_oinFDQ6HykI=/0x0/pic2016054.jpg,Political
173,A Game of Thrones: The Board Game (Second Edition),2011,96,https://cf.geekdo-images.com/original/img/rCOyI5sRR9CtTaho5JJx_kFWta0=/0x0/pic1077906.jpg,Political
174,Twilight Imperium (Third Edition),2005,57,https://cf.geekdo-images.com/original/img/60YjBskGAQNmZP7sedVoXneBjZg=/0x0/pic4128153.jpg,Political
175,Trajan,2011,73,https://cf.geekdo-images.com/original/img/vIIoEst4xg9L1kr2TajY_6s-5Jo=/0x0/pic4336095.png,Political
176,Secret Hitler,2016,179,https://cf.geekdo-images.com/original/img/pgc-IHtFYJSsHEhBt_pFixeQf1I=/0x0/pic2771488.png,Political
177,A Game of Thrones (First Edition),2003,365,https://cf.geekdo-images.com/original/img/ddn1JUwjRwEfNyJx4vaWTpLVsw8=/0x0/pic1222116.jpg,Political
178,1960: The Making of the President,2007,169,https://cf.geekdo-images.com/original/img/V2ZLDmIl-5JA0_C10ZmDRkd_PfA=/0x0/pic3499166.jpg,Political
179,Imperial,2006,161,https://cf.geekdo-images.com/original/img/XF_XEH6FX0LkeKiN_2DKSFabOiQ=/0x0/pic840712.jpg,Political
180,Agricola,2007,25,https://cf.geekdo-images.com/original/img/L-UBO3rBOmvIrZHZLSXOypyAUPw=/0x0/pic259085.jpg,Economic
181,Puerto Rico,2002,20,https://cf.geekdo-images.com/original/img/RvdWBkmDks7AN8sodR4PyVcponA=/0x0/pic158548.jpg,Economic
182,Power Grid,2004,35,https://cf.geekdo-images.com/original/img/h8UWt217vzbMWSla-r8O86a6fDc=/0x0/pic4459753.jpg,Economic
183,Splendor,2014,131,https://cf.geekdo-images.com/original/img/PgaVULm0QKeFV2zTro4hJEb70Yk=/0x0/pic1904079.jpg,Economic
184,Race for the Galaxy,2007,49,https://cf.geekdo-images.com/original/img/-2F-mPR0ssTm2IAsMAvnZzR0dn4=/0x0/pic236327.jpg,Economic
185,Scythe,2016,8,https://cf.geekdo-images.com/original/img/enxCZt0Cn78-rlvmPvGtOej1ios=/0x0/pic3163924.jpg,Economic
186,Terraforming Mars,2016,4,https://cf.geekdo-images.com/original/img/o8z_levBVArPUKI7ZrIysZEs1A0=/0x0/pic3536616.jpg,Economic
187,Terra Mystica,2012,11,https://cf.geekdo-images.com/original/img/CynjY3GgwPTg34abNIv8eLX1pXs=/0x0/pic1356616.jpg,Economic
188,Caylus,2005,50,https://cf.geekdo-images.com/original/img/90BzC8_Dgc9uDswnZsu7Qa3oHvI=/0x0/pic1638795.jpg,Economic
189,Tzolk'in: The Mayan Calendar,2012,38,https://cf.geekdo-images.com/original/img/b_3SHZiUpcmrIT5hU8wVF0SDX8k=/0x0/pic1413480.jpg,Economic
190,1775: Rebellion,2013,289,https://cf.geekdo-images.com/original/img/0sTr58RgnbJYwJRjH_tDhiW3aWk=/0x0/pic1386705.jpg,American Revolutionary War
191,Washington's War,2010,483,https://cf.geekdo-images.com/original/img/_EhbP8SuZbb3OKT7xMS7gZ-j21o=/0x0/pic655136.jpg,American Revolutionary War
192,We the People,1993,1238,https://cf.geekdo-images.com/original/img/awp9Z3-Z1LcIsAImrwc21QK9cSI=/0x0/pic289191.jpg,American Revolutionary War
193,Liberty or Death: The American Insurrection,2016,866,https://cf.geekdo-images.com/original/img/W-Mj35cni-53j3pYkjt9zkTp48c=/0x0/pic2729630.png,American Revolutionary War
194,Sails of Glory,2013,1389,https://cf.geekdo-images.com/original/img/K_mBaPMfPWW1xaGkd7Nc18TDT2s=/0x0/pic4600938.jpg,American Revolutionary War
195,Flying Colors,2005,1744,https://cf.geekdo-images.com/original/img/HiTFs-7j5WPnAeXm2YtdxChZb4g=/0x0/pic804598.jpg,American Revolutionary War
196,Enemy in Sight,1988,3791,https://cf.geekdo-images.com/original/img/amUIOCFKyRwshCjKcLZv1yIlaDY=/0x0/pic287652.jpg,American Revolutionary War
197,Hold the Line,2008,2163,https://cf.geekdo-images.com/original/img/jtgSQWaUvGQtJpn5dIwDLlkHuT0=/0x0/pic315672.jpg,American Revolutionary War
198,Liberty: The American Revolution 1775-83,2003,2442,https://cf.geekdo-images.com/original/img/trFpN67wVY5NPeA3DXxnAvrkvAI=/0x0/pic29666.jpg,American Revolutionary War
199,Close Action: The Age of Fighting Sail Vol. 1,1997,2348,https://cf.geekdo-images.com/original/img/AnP9qtv8fNf9VmCbNxc4Tlc4DLM=/0x0/pic216367.jpg,American Revolutionary War
200,Castles of Mad King Ludwig,2014,95,https://cf.geekdo-images.com/original/img/fmSwPPkAioUPtMDVzmo48zHYvxI=/0x0/pic1961827.jpg,Post-Napoleonic
201,Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1981,68,https://cf.geekdo-images.com/original/img/e0abWKqZdzwxb0Keyxjf-Y5sZsw=/0x0/pic3514298.jpg,Post-Napoleonic
202,Letters from Whitechapel,2011,210,https://cf.geekdo-images.com/original/img/aplDuDGjSKmneJ-Df5OFZjBNdZ4=/0x0/pic1545654.jpg,Post-Napoleonic
203,Chicago Express,2007,392,https://cf.geekdo-images.com/original/img/5AsB8bKYMjmqMOtRse58ME7EZlM=/0x0/pic1566274.jpg,Post-Napoleonic
204,Mr. Jack Pocket,2010,676,https://cf.geekdo-images.com/original/img/dQ0ES_SKxG2oXbhKy73RVQEdNvw=/0x0/pic1519530.jpg,Post-Napoleonic
205,World's Fair 1893,2016,697,https://cf.geekdo-images.com/original/img/L2E4f6YDYd8S1hsBx6LXKmi20vM=/0x0/pic2721792.png,Post-Napoleonic
206,Sherlock Holmes Consulting Detective: Jack the Ripper & West End Adventures,2017,280,https://cf.geekdo-images.com/original/img/aMSijyTnYi1Y_3wHtMCfn7Cftho=/0x0/pic3238299.jpg,Post-Napoleonic
207,Pax Porfiriana,2012,424,https://cf.geekdo-images.com/original/img/Z04ux994fYzT8lNI4JtX9X0FImA=/0x0/pic1395308.jpg,Post-Napoleonic
208,Duel of Ages Set 1: Worldspanner,2003,1961,https://cf.geekdo-images.com/original/img/V6xbbvuJo1i-ahhRXt0l3DvycqE=/0x0/pic22858.jpg,Post-Napoleonic
209,Beyond Baker Street,2016,1276,https://cf.geekdo-images.com/original/img/1rh59TYIMj6WcXtn9eTCOpBxFlU=/0x0/pic2926075.jpg,Post-Napoleonic
